55;6;4;4;7;1;1;0;0;0;0;0;1;4;2;0;0;1;1;2;0;0;0;1;1;2;1;2;2;1;0;0;1
0;74;15;0;0;1;0;0;0;0;0;0;1;2;0;0;0;1;0;1;0;0;0;2;0;0;0;1;1;0;1;0;0
0;13;64;1;0;0;0;0;0;0;0;0;0;4;4;1;1;1;2;2;0;0;0;0;0;2;4;0;0;0;1;0;0
3;5;3;43;4;3;1;3;0;0;0;1;0;4;8;0;0;2;1;2;0;0;0;1;2;2;6;0;5;1;0;0;0
1;7;3;0;60;1;2;1;0;0;0;1;1;1;1;2;6;0;1;1;0;0;0;2;3;0;2;1;1;1;1;0;0
2;0;0;0;6;63;4;0;0;2;0;8;0;0;0;0;0;1;1;1;0;1;0;0;1;1;0;0;1;3;2;3;0
1;3;2;3;3;4;49;0;1;0;0;0;3;1;4;0;3;1;1;0;0;0;0;1;1;4;3;0;0;2;5;1;4
0;0;0;0;0;1;0;69;3;6;3;2;2;1;0;1;0;0;0;1;0;1;0;3;1;0;1;0;1;1;1;2;0
0;0;0;0;1;0;0;8;54;8;18;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;0;0;2;0;2;0
0;0;0;0;0;1;1;24;2;32;3;3;0;0;1;2;1;1;1;1;0;13;6;1;0;0;0;0;1;0;1;3;2
0;1;0;0;0;1;0;7;14;7;40;1;3;0;0;1;0;0;0;1;3;1;4;4;1;0;1;0;0;2;1;2;5
0;0;0;0;0;5;0;1;0;0;0;71;1;0;0;1;0;0;1;0;0;1;0;0;1;3;0;0;2;5;0;8;0
0;6;4;1;0;0;2;3;0;1;0;6;48;0;0;2;3;1;5;1;1;0;0;1;3;3;2;0;1;0;0;1;5
3;9;1;1;2;0;1;2;0;1;0;1;3;51;9;1;3;0;0;1;0;0;0;0;2;0;0;2;3;1;3;0;0
2;5;5;1;7;0;0;1;0;0;0;0;0;6;42;0;1;2;1;3;0;0;0;0;4;0;0;1;4;5;9;0;1
0;0;0;0;0;2;1;0;0;0;0;5;0;2;0;61;2;2;4;8;0;0;0;2;0;1;3;0;1;0;0;4;2
0;0;2;0;1;0;0;1;0;0;1;2;3;1;0;2;67;2;5;2;0;0;0;1;3;0;2;1;1;2;1;0;0
1;2;3;4;2;1;1;1;1;0;0;1;0;0;1;3;4;54;1;4;0;0;0;3;0;2;4;2;2;2;0;1;0
0;0;2;5;0;1;0;0;0;0;1;9;6;5;2;2;2;4;31;5;0;0;0;3;3;3;4;3;0;1;1;6;1
2;2;4;4;1;1;0;0;0;0;0;0;0;1;1;4;1;10;4;49;0;0;1;2;1;1;2;6;1;1;0;1;0
0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;1;0;90;0;0;1;0;0;0;0;0;0;0;0;1
0;0;0;1;0;1;0;7;3;10;0;7;0;0;0;1;1;3;0;0;0;57;2;0;0;0;2;0;1;1;0;3;0
1;0;0;1;0;2;0;0;2;1;3;1;2;0;0;1;1;0;0;0;0;3;72;0;0;0;3;0;0;0;2;2;3
0;6;2;0;1;1;0;5;4;2;4;4;2;0;0;1;0;1;2;2;1;0;0;52;1;1;2;2;1;0;0;2;1
1;9;6;1;3;0;2;3;1;1;1;2;0;0;3;2;0;4;2;1;0;0;0;3;38;8;1;4;1;1;0;1;1
0;7;4;1;0;1;0;0;0;1;0;3;1;1;1;0;2;1;1;0;0;1;0;2;4;54;4;1;6;0;1;3;0
0;7;7;0;1;3;2;0;0;0;0;2;1;1;0;1;3;4;6;3;0;0;1;0;5;13;33;3;3;0;1;0;0
1;0;5;2;0;0;1;1;1;0;0;1;0;0;4;1;0;1;4;0;0;0;0;1;1;3;2;64;4;1;0;1;1
2;1;1;1;2;1;0;0;0;0;1;1;2;1;3;1;0;0;2;1;0;0;0;0;0;1;5;0;69;3;2;0;0
1;1;1;0;9;3;2;3;0;0;1;4;0;0;3;3;2;2;4;2;0;1;0;1;6;0;3;2;0;40;0;6;0
3;4;6;1;1;1;3;2;3;0;3;2;7;4;4;0;0;1;0;0;7;0;1;2;3;0;1;2;5;1;24;2;7
0;0;0;0;1;6;1;3;0;4;0;12;3;0;0;2;5;1;3;1;1;0;0;3;3;0;1;1;0;2;1;44;2
0;0;0;1;0;2;0;1;0;1;0;1;8;0;2;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;2;0;77
